,gH2AX_foci,pRPA_foci,RAD51_foci
U54-TMA-9_sceneD03_cell7566.0,2.0,,
U54-TMA-9_sceneD03_cell7570.0,0.0,,
U54-TMA-9_sceneD03_cell7577.0,0.0,,
U54-TMA-9_sceneD03_cell7609.0,1.0,,
U54-TMA-9_sceneD03_cell7639.0,0.0,,
U54-TMA-9_sceneD03_cell7658.0,0.0,,
U54-TMA-9_sceneD03_cell7682.0,0.0,,
U54-TMA-9_sceneD03_cell7703.0,0.0,,
U54-TMA-9_sceneD03_cell7718.0,0.0,,
U54-TMA-9_sceneD03_cell7737.0,0.0,,
U54-TMA-9_sceneD03_cell7754.0,0.0,,
U54-TMA-9_sceneD03_cell7781.0,0.0,,
U54-TMA-9_sceneD03_cell7825.0,0.0,,
U54-TMA-9_sceneD03_cell7830.0,1.0,2.0,
U54-TMA-9_sceneD03_cell7832.0,1.0,,
U54-TMA-9_sceneD03_cell7848.0,0.0,,
U54-TMA-9_sceneD03_cell7853.0,1.0,,
U54-TMA-9_sceneD03_cell7872.0,5.0,,
U54-TMA-9_sceneD03_cell7885.0,0.0,,
U54-TMA-9_sceneD03_cell7920.0,0.0,,
U54-TMA-9_sceneD03_cell7922.0,1.0,,
U54-TMA-9_sceneD03_cell7940.0,1.0,,
U54-TMA-9_sceneD03_cell7941.0,0.0,,
U54-TMA-9_sceneD03_cell7945.0,0.0,,
U54-TMA-9_sceneD03_cell7958.0,1.0,,
U54-TMA-9_sceneD03_cell7976.0,0.0,,
U54-TMA-9_sceneD03_cell7982.0,,1.0,
U54-TMA-9_sceneD03_cell7998.0,2.0,,
U54-TMA-9_sceneD03_cell8000.0,0.0,,
U54-TMA-9_sceneD03_cell8008.0,2.0,,
U54-TMA-9_sceneD03_cell8042.0,1.0,,
U54-TMA-9_sceneD03_cell8045.0,1.0,,
U54-TMA-9_sceneD03_cell8074.0,0.0,,
U54-TMA-9_sceneD03_cell8086.0,1.0,,
U54-TMA-9_sceneD03_cell8104.0,0.0,,
U54-TMA-9_sceneD03_cell8139.0,1.0,,
U54-TMA-9_sceneD03_cell8161.0,0.0,1.0,
U54-TMA-9_sceneD03_cell8166.0,1.0,,
U54-TMA-9_sceneD03_cell8182.0,0.0,,
U54-TMA-9_sceneD03_cell8196.0,0.0,,
U54-TMA-9_sceneD03_cell8243.0,5.0,,
U54-TMA-9_sceneD03_cell8244.0,1.0,,
U54-TMA-9_sceneD03_cell8245.0,0.0,,
U54-TMA-9_sceneD03_cell8270.0,0.0,,
U54-TMA-9_sceneD03_cell8298.0,0.0,,
U54-TMA-9_sceneD03_cell8305.0,0.0,,
U54-TMA-9_sceneD03_cell8324.0,0.0,,
U54-TMA-9_sceneD03_cell8336.0,0.0,,
U54-TMA-9_sceneD03_cell8341.0,0.0,,
U54-TMA-9_sceneD03_cell8357.0,,,0.0
U54-TMA-9_sceneD03_cell8364.0,0.0,,
U54-TMA-9_sceneD03_cell8373.0,0.0,,
U54-TMA-9_sceneD03_cell8384.0,1.0,,
U54-TMA-9_sceneD03_cell8406.0,0.0,,
U54-TMA-9_sceneD03_cell8407.0,0.0,,
U54-TMA-9_sceneD03_cell8426.0,1.0,,
U54-TMA-9_sceneD03_cell8431.0,0.0,,
U54-TMA-9_sceneD03_cell8437.0,3.0,,
U54-TMA-9_sceneD03_cell8440.0,1.0,,
U54-TMA-9_sceneD03_cell8485.0,0.0,,
U54-TMA-9_sceneD03_cell8517.0,1.0,,
U54-TMA-9_sceneD03_cell8676.0,2.0,,
U54-TMA-9_sceneD03_cell8739.0,0.0,,
U54-TMA-9_sceneD03_cell8768.0,,,0.0
U54-TMA-9_sceneD03_cell8771.0,1.0,,
U54-TMA-9_sceneD03_cell8850.0,1.0,,
U54-TMA-9_sceneD03_cell8856.0,3.0,,
U54-TMA-9_sceneD03_cell8891.0,5.0,,
U54-TMA-9_sceneD03_cell8976.0,1.0,,
U54-TMA-9_sceneD03_cell9029.0,4.0,,
U54-TMA-9_sceneD03_cell9236.0,1.0,,
U54-TMA-9_sceneD03_cell9246.0,2.0,,
U54-TMA-9_sceneD03_cell9310.0,0.0,,
U54-TMA-9_sceneD03_cell9323.0,0.0,,
U54-TMA-9_sceneD03_cell9363.0,1.0,,
U54-TMA-9_sceneD03_cell9401.0,0.0,,
U54-TMA-9_sceneD03_cell9420.0,2.0,,
U54-TMA-9_sceneD03_cell9462.0,1.0,,
U54-TMA-9_sceneD03_cell9477.0,0.0,,
U54-TMA-9_sceneD03_cell9581.0,,,0.0
U54-TMA-9_sceneD03_cell9699.0,2.0,,
U54-TMA-9_sceneD03_cell9732.0,0.0,,
U54-TMA-9_sceneD03_cell9912.0,0.0,,
U54-TMA-9_sceneD05_cell27.0,1.0,,
U54-TMA-9_sceneD05_cell62.0,,0.0,
U54-TMA-9_sceneD05_cell69.0,,0.0,
U54-TMA-9_sceneD05_cell135.0,,,0.0
U54-TMA-9_sceneD05_cell173.0,,,0.0
U54-TMA-9_sceneD05_cell200.0,,,0.0
U54-TMA-9_sceneD05_cell209.0,,0.0,0.0
U54-TMA-9_sceneD05_cell217.0,3.0,,
U54-TMA-9_sceneD05_cell323.0,1.0,,
U54-TMA-9_sceneD05_cell438.0,1.0,1.0,
U54-TMA-9_sceneD05_cell489.0,,,0.0
U54-TMA-9_sceneD05_cell500.0,,0.0,
U54-TMA-9_sceneD05_cell536.0,1.0,,
U54-TMA-9_sceneD05_cell538.0,2.0,,
U54-TMA-9_sceneD05_cell569.0,0.0,,
U54-TMA-9_sceneD05_cell581.0,,,0.0
U54-TMA-9_sceneD05_cell582.0,6.0,0.0,
U54-TMA-9_sceneD05_cell591.0,,,0.0
U54-TMA-9_sceneD05_cell686.0,2.0,,
U54-TMA-9_sceneD05_cell719.0,2.0,,
U54-TMA-9_sceneD05_cell758.0,,,0.0
U54-TMA-9_sceneD05_cell768.0,,,0.0
U54-TMA-9_sceneD05_cell805.0,1.0,,
U54-TMA-9_sceneD05_cell829.0,4.0,,
U54-TMA-9_sceneD05_cell906.0,1.0,0.0,
U54-TMA-9_sceneD05_cell970.0,0.0,,
U54-TMA-9_sceneD05_cell1011.0,4.0,1.0,
U54-TMA-9_sceneD05_cell1074.0,,,0.0
U54-TMA-9_sceneD05_cell1084.0,,,0.0
U54-TMA-9_sceneD05_cell1180.0,,,0.0
U54-TMA-9_sceneD05_cell1189.0,0.0,,
U54-TMA-9_sceneD05_cell1216.0,0.0,,
U54-TMA-9_sceneD05_cell1232.0,0.0,,
U54-TMA-9_sceneD05_cell1275.0,,,0.0
U54-TMA-9_sceneD05_cell1287.0,0.0,,
U54-TMA-9_sceneD05_cell1298.0,1.0,,
U54-TMA-9_sceneD05_cell1573.0,2.0,,
U54-TMA-9_sceneD05_cell1586.0,2.0,,
U54-TMA-9_sceneD05_cell1657.0,4.0,,
U54-TMA-9_sceneD05_cell1686.0,0.0,,
U54-TMA-9_sceneD05_cell1693.0,,,0.0
U54-TMA-9_sceneD05_cell1713.0,1.0,,
U54-TMA-9_sceneD05_cell1764.0,4.0,,
U54-TMA-9_sceneD05_cell1809.0,1.0,,
U54-TMA-9_sceneD05_cell1814.0,,,0.0
U54-TMA-9_sceneD05_cell1815.0,0.0,,
U54-TMA-9_sceneD05_cell1827.0,,,0.0
U54-TMA-9_sceneD05_cell1856.0,2.0,,
U54-TMA-9_sceneD05_cell1866.0,2.0,,
U54-TMA-9_sceneD05_cell1906.0,,,0.0
U54-TMA-9_sceneD05_cell1939.0,1.0,,
U54-TMA-9_sceneD05_cell1978.0,1.0,,
U54-TMA-9_sceneD05_cell2023.0,,,0.0
U54-TMA-9_sceneD05_cell2051.0,4.0,,
U54-TMA-9_sceneD05_cell2057.0,,,0.0
U54-TMA-9_sceneD05_cell2064.0,,,0.0
U54-TMA-9_sceneD05_cell2067.0,2.0,,
U54-TMA-9_sceneD05_cell2075.0,2.0,,
U54-TMA-9_sceneD05_cell2088.0,0.0,,
U54-TMA-9_sceneD05_cell2156.0,,,0.0
U54-TMA-9_sceneD05_cell2165.0,,,0.0
U54-TMA-9_sceneD05_cell2202.0,1.0,,
U54-TMA-9_sceneD05_cell2209.0,2.0,,
U54-TMA-9_sceneD05_cell2265.0,,,0.0
U54-TMA-9_sceneD05_cell2269.0,,,0.0
U54-TMA-9_sceneD05_cell2271.0,1.0,,
U54-TMA-9_sceneD05_cell2279.0,,,0.0
U54-TMA-9_sceneD05_cell2283.0,2.0,,
U54-TMA-9_sceneD05_cell2313.0,,,0.0
U54-TMA-9_sceneD05_cell2333.0,2.0,,
U54-TMA-9_sceneD05_cell2341.0,,,0.0
U54-TMA-9_sceneD05_cell2371.0,3.0,1.0,
U54-TMA-9_sceneD05_cell2377.0,,,0.0
U54-TMA-9_sceneD05_cell2458.0,,,0.0
U54-TMA-9_sceneD05_cell2473.0,,,0.0
U54-TMA-9_sceneD05_cell2566.0,0.0,,
U54-TMA-9_sceneD05_cell2651.0,1.0,,
U54-TMA-9_sceneD05_cell2683.0,,,0.0
U54-TMA-9_sceneD05_cell2700.0,,,0.0
U54-TMA-9_sceneD05_cell2925.0,1.0,,
U54-TMA-9_sceneD05_cell2937.0,4.0,,
U54-TMA-9_sceneD05_cell3104.0,1.0,0.0,
U54-TMA-9_sceneD05_cell3148.0,,,0.0
U54-TMA-9_sceneD05_cell3220.0,,,0.0
U54-TMA-9_sceneD05_cell3265.0,0.0,,
U54-TMA-9_sceneD05_cell3268.0,0.0,,
U54-TMA-9_sceneD05_cell3285.0,0.0,,
U54-TMA-9_sceneD05_cell3308.0,1.0,,
U54-TMA-9_sceneD05_cell3406.0,,,0.0
U54-TMA-9_sceneD05_cell3504.0,2.0,,
U54-TMA-9_sceneD05_cell3538.0,0.0,,
U54-TMA-9_sceneD05_cell3556.0,6.0,,
U54-TMA-9_sceneD05_cell3564.0,,,0.0
U54-TMA-9_sceneD05_cell3602.0,,,0.0
U54-TMA-9_sceneD05_cell3683.0,2.0,,
U54-TMA-9_sceneD05_cell3697.0,,,0.0
U54-TMA-9_sceneD05_cell3706.0,,,0.0
U54-TMA-9_sceneD05_cell3760.0,,,0.0
U54-TMA-9_sceneD05_cell3772.0,,,0.0
U54-TMA-9_sceneD05_cell3799.0,1.0,,
U54-TMA-9_sceneD05_cell3804.0,,,0.0
U54-TMA-9_sceneD05_cell3828.0,,,0.0
U54-TMA-9_sceneD05_cell3835.0,1.0,,
U54-TMA-9_sceneD05_cell3859.0,1.0,,
U54-TMA-9_sceneD05_cell3909.0,0.0,,
U54-TMA-9_sceneD05_cell3976.0,,,0.0
U54-TMA-9_sceneD05_cell3980.0,0.0,,
U54-TMA-9_sceneD05_cell4055.0,0.0,,
U54-TMA-9_sceneD05_cell4174.0,,,0.0
U54-TMA-9_sceneD05_cell4238.0,,,0.0
U54-TMA-9_sceneD05_cell4241.0,,,0.0
U54-TMA-9_sceneD05_cell4317.0,,,0.0
U54-TMA-9_sceneD05_cell4324.0,,,0.0
U54-TMA-9_sceneD05_cell4445.0,,,0.0
U54-TMA-9_sceneD05_cell4481.0,,,0.0
U54-TMA-9_sceneD05_cell4553.0,3.0,,
U54-TMA-9_sceneD05_cell4554.0,1.0,,
U54-TMA-9_sceneD05_cell4593.0,3.0,,
U54-TMA-9_sceneD05_cell4671.0,0.0,,
U54-TMA-9_sceneD05_cell4709.0,2.0,,
U54-TMA-9_sceneD05_cell4776.0,0.0,,
U54-TMA-9_sceneD05_cell5006.0,,,0.0
U54-TMA-9_sceneD05_cell5027.0,,,0.0
U54-TMA-9_sceneD05_cell5060.0,0.0,,
U54-TMA-9_sceneD05_cell5065.0,1.0,,
U54-TMA-9_sceneD05_cell5104.0,1.0,,
U54-TMA-9_sceneD05_cell5121.0,0.0,,
U54-TMA-9_sceneD05_cell5136.0,1.0,,
U54-TMA-9_sceneD05_cell5138.0,2.0,,
U54-TMA-9_sceneD05_cell5154.0,0.0,,
U54-TMA-9_sceneD05_cell5157.0,1.0,,
U54-TMA-9_sceneD05_cell5195.0,1.0,,
U54-TMA-9_sceneD05_cell5196.0,2.0,,
U54-TMA-9_sceneD05_cell5197.0,0.0,,
U54-TMA-9_sceneD05_cell5206.0,1.0,,
U54-TMA-9_sceneD05_cell5241.0,0.0,,
U54-TMA-9_sceneD05_cell5274.0,4.0,1.0,
U54-TMA-9_sceneD05_cell5318.0,2.0,,
U54-TMA-9_sceneD05_cell5369.0,,,0.0
U54-TMA-9_sceneD05_cell5383.0,1.0,,
U54-TMA-9_sceneD05_cell5434.0,1.0,,
U54-TMA-9_sceneD05_cell5450.0,0.0,,
U54-TMA-9_sceneD05_cell5502.0,,,0.0
U54-TMA-9_sceneD05_cell5518.0,,,0.0
U54-TMA-9_sceneD05_cell5579.0,,,0.0
U54-TMA-9_sceneD05_cell5593.0,0.0,,0.0
U54-TMA-9_sceneD05_cell5614.0,,,0.0
U54-TMA-9_sceneD05_cell5637.0,1.0,3.0,
U54-TMA-9_sceneD05_cell5684.0,2.0,3.0,
U54-TMA-9_sceneD05_cell5717.0,,,0.0
U54-TMA-9_sceneD05_cell5725.0,0.0,,
U54-TMA-9_sceneD05_cell5808.0,1.0,1.0,0.0
U54-TMA-9_sceneD05_cell5971.0,1.0,0.0,
U54-TMA-9_sceneD05_cell5988.0,1.0,,
U54-TMA-9_sceneD05_cell6124.0,1.0,,
U54-TMA-9_sceneD05_cell6161.0,1.0,,
U54-TMA-9_sceneD05_cell6175.0,1.0,,
U54-TMA-9_sceneD05_cell6208.0,,,0.0
U54-TMA-9_sceneD05_cell6247.0,2.0,,
U54-TMA-9_sceneD05_cell6334.0,,,0.0
U54-TMA-9_sceneD05_cell6360.0,2.0,,
U54-TMA-9_sceneD05_cell6366.0,3.0,,
U54-TMA-9_sceneD05_cell6413.0,1.0,,
U54-TMA-9_sceneD05_cell6499.0,1.0,,
U54-TMA-9_sceneD05_cell6556.0,1.0,,
U54-TMA-9_sceneD05_cell6617.0,1.0,,
U54-TMA-9_sceneD05_cell6668.0,1.0,,
U54-TMA-9_sceneD05_cell6693.0,0.0,,
U54-TMA-9_sceneD05_cell6730.0,2.0,,
U54-TMA-9_sceneD05_cell6793.0,5.0,,
U54-TMA-9_sceneD05_cell6809.0,0.0,,
U54-TMA-9_sceneD05_cell6896.0,,,0.0
U54-TMA-9_sceneD05_cell6921.0,1.0,,
U54-TMA-9_sceneD05_cell6923.0,0.0,,
U54-TMA-9_sceneD05_cell6943.0,1.0,3.0,
U54-TMA-9_sceneD05_cell7017.0,,,0.0
U54-TMA-9_sceneD05_cell7073.0,,,0.0
U54-TMA-9_sceneD05_cell7090.0,1.0,,
U54-TMA-9_sceneD05_cell7099.0,5.0,,
U54-TMA-9_sceneD05_cell7116.0,0.0,,
U54-TMA-9_sceneD05_cell7286.0,,,0.0
U54-TMA-9_sceneD05_cell7360.0,,,0.0
U54-TMA-9_sceneD05_cell7394.0,,,0.0
U54-TMA-9_sceneD05_cell7455.0,1.0,0.0,
U54-TMA-9_sceneD05_cell7589.0,,0.0,0.0
U54-TMA-9_sceneD05_cell7699.0,,,0.0
U54-TMA-9_sceneD05_cell7853.0,1.0,,
U54-TMA-9_sceneD05_cell7863.0,1.0,,
U54-TMA-9_sceneD05_cell7968.0,3.0,,
U54-TMA-9_sceneD05_cell7987.0,1.0,,
U54-TMA-9_sceneD05_cell8020.0,3.0,,
U54-TMA-9_sceneD05_cell8120.0,,,0.0
U54-TMA-9_sceneD05_cell8133.0,0.0,,
U54-TMA-9_sceneD05_cell8152.0,,0.0,
U54-TMA-9_sceneD05_cell8225.0,2.0,,
U54-TMA-9_sceneD05_cell8236.0,1.0,,
U54-TMA-9_sceneD05_cell8282.0,,,0.0
U54-TMA-9_sceneD05_cell8354.0,1.0,,
U54-TMA-9_sceneD05_cell8362.0,,,0.0
U54-TMA-9_sceneD05_cell8451.0,3.0,,
U54-TMA-9_sceneD05_cell8524.0,4.0,,
U54-TMA-9_sceneD05_cell8537.0,,,0.0
U54-TMA-9_sceneD05_cell8563.0,1.0,,
U54-TMA-9_sceneD05_cell8608.0,,,0.0
U54-TMA-9_sceneD05_cell8649.0,2.0,,
U54-TMA-9_sceneD05_cell8667.0,,,0.0
U54-TMA-9_sceneD05_cell8733.0,0.0,,
U54-TMA-9_sceneD05_cell8739.0,,0.0,
U54-TMA-9_sceneD05_cell8844.0,2.0,,
U54-TMA-9_sceneD05_cell9034.0,2.0,,
U54-TMA-9_sceneD05_cell9146.0,,,0.0
U54-TMA-9_sceneD05_cell9207.0,4.0,,
U54-TMA-9_sceneD05_cell9228.0,0.0,,
U54-TMA-9_sceneD05_cell9283.0,1.0,,
U54-TMA-9_sceneD05_cell9312.0,0.0,,
U54-TMA-9_sceneD05_cell9328.0,2.0,,
U54-TMA-9_sceneD05_cell9432.0,2.0,,
U54-TMA-9_sceneD05_cell9436.0,0.0,,
U54-TMA-9_sceneD05_cell9482.0,0.0,,
U54-TMA-9_sceneD05_cell9604.0,1.0,0.0,
U54-TMA-9_sceneD05_cell9609.0,2.0,,
U54-TMA-9_sceneD05_cell9625.0,0.0,,
U54-TMA-9_sceneD05_cell9645.0,1.0,,
U54-TMA-9_sceneD05_cell9661.0,2.0,,
U54-TMA-9_sceneD05_cell9698.0,0.0,,
U54-TMA-9_sceneD05_cell9700.0,1.0,,
U54-TMA-9_sceneD05_cell9708.0,0.0,,
U54-TMA-9_sceneD05_cell9728.0,2.0,,
U54-TMA-9_sceneD05_cell9799.0,4.0,1.0,
U54-TMA-9_sceneD05_cell9944.0,1.0,,
U54-TMA-9_sceneD05_cell10004.0,3.0,,
U54-TMA-9_sceneD05_cell10053.0,0.0,,0.0
U54-TMA-9_sceneD05_cell10256.0,1.0,,
U54-TMA-9_sceneD05_cell10262.0,2.0,,
U54-TMA-9_sceneD05_cell10280.0,0.0,,
U54-TMA-9_sceneD05_cell10299.0,2.0,,
U54-TMA-9_sceneD05_cell10335.0,1.0,,
U54-TMA-9_sceneD05_cell10417.0,4.0,,
U54-TMA-9_sceneD05_cell10475.0,0.0,,
U54-TMA-9_sceneD05_cell10488.0,0.0,,
U54-TMA-9_sceneD05_cell10510.0,,,0.0
U54-TMA-9_sceneD05_cell10530.0,,,0.0
U54-TMA-9_sceneD05_cell10544.0,,,0.0
U54-TMA-9_sceneD05_cell10566.0,,,0.0
U54-TMA-9_sceneD05_cell10596.0,0.0,,
U54-TMA-9_sceneD05_cell10664.0,0.0,,
U54-TMA-9_sceneD05_cell10736.0,1.0,,
U54-TMA-9_sceneD05_cell10798.0,0.0,,
U54-TMA-9_sceneD05_cell10803.0,2.0,,
U54-TMA-9_sceneD05_cell10807.0,0.0,,
U54-TMA-9_sceneD05_cell10811.0,0.0,0.0,
U54-TMA-9_sceneD05_cell10843.0,4.0,,
U54-TMA-9_sceneD05_cell11177.0,1.0,,
U54-TMA-9_sceneD05_cell11225.0,0.0,,
U54-TMA-9_sceneD05_cell11351.0,1.0,,
U54-TMA-9_sceneD05_cell11369.0,0.0,,
U54-TMA-9_sceneD05_cell11381.0,0.0,,
U54-TMA-9_sceneD05_cell11443.0,1.0,,
U54-TMA-9_sceneD05_cell11459.0,,,0.0
U54-TMA-9_sceneD05_cell11492.0,1.0,,
U54-TMA-9_sceneD05_cell11512.0,0.0,,
U54-TMA-9_sceneD05_cell11536.0,0.0,,
U54-TMA-9_sceneD05_cell11834.0,1.0,,
U54-TMA-9_sceneD05_cell11875.0,2.0,,
U54-TMA-9_sceneD05_cell11938.0,1.0,,
U54-TMA-9_sceneD05_cell12107.0,2.0,,
U54-TMA-9_sceneD05_cell12113.0,1.0,,
U54-TMA-9_sceneD05_cell12187.0,0.0,,
U54-TMA-9_sceneD05_cell12262.0,0.0,,
U54-TMA-9_sceneD05_cell12268.0,2.0,,
U54-TMA-9_sceneD05_cell12269.0,1.0,,
U54-TMA-9_sceneD05_cell12314.0,,,0.0
U54-TMA-9_sceneD05_cell12343.0,1.0,,
U54-TMA-9_sceneD05_cell12428.0,0.0,,
U54-TMA-9_sceneD05_cell12479.0,3.0,,
U54-TMA-9_sceneD05_cell12650.0,,,0.0
U54-TMA-9_sceneD05_cell12679.0,2.0,,
U54-TMA-9_sceneD05_cell12804.0,2.0,,
U54-TMA-9_sceneD05_cell12823.0,0.0,,
U54-TMA-9_sceneD05_cell12884.0,2.0,,
U54-TMA-9_sceneD05_cell12909.0,1.0,,
U54-TMA-9_sceneD05_cell12954.0,4.0,,
U54-TMA-9_sceneD05_cell13022.0,2.0,,
U54-TMA-9_sceneD05_cell13094.0,1.0,0.0,
U54-TMA-9_sceneD05_cell13196.0,,,0.0
U54-TMA-9_sceneD05_cell13333.0,1.0,,
U54-TMA-9_sceneD05_cell13422.0,1.0,,
U54-TMA-9_sceneD05_cell13501.0,0.0,,
U54-TMA-9_sceneD05_cell13556.0,2.0,,
U54-TMA-9_sceneD05_cell13673.0,,,0.0
U54-TMA-9_sceneD05_cell13748.0,1.0,,
U54-TMA-9_sceneD05_cell13770.0,,0.0,
U54-TMA-9_sceneD05_cell13832.0,5.0,,
U54-TMA-9_sceneD05_cell13858.0,5.0,,
U54-TMA-9_sceneD05_cell13886.0,1.0,,
U54-TMA-9_sceneD05_cell13969.0,4.0,0.0,
U54-TMA-9_sceneD05_cell13993.0,1.0,,
U54-TMA-9_sceneD05_cell14032.0,,0.0,
U54-TMA-9_sceneD05_cell14043.0,3.0,,
U54-TMA-9_sceneD05_cell14045.0,1.0,,
U54-TMA-9_sceneD05_cell14090.0,1.0,,
U54-TMA-9_sceneD05_cell14124.0,2.0,,
U54-TMA-9_sceneD05_cell14128.0,5.0,,
U54-TMA-9_sceneD05_cell14278.0,1.0,,
U54-TMA-9_sceneD05_cell14284.0,,,0.0
U54-TMA-9_sceneD05_cell14301.0,,,0.0
U54-TMA-9_sceneD05_cell14325.0,,,0.0
U54-TMA-9_sceneD05_cell14352.0,,,0.0
U54-TMA-9_sceneD05_cell14412.0,0.0,,
U54-TMA-9_sceneD05_cell14446.0,0.0,,
U54-TMA-9_sceneD05_cell14485.0,3.0,,
U54-TMA-9_sceneD05_cell14576.0,0.0,,
U54-TMA-9_sceneD05_cell14587.0,1.0,,
U54-TMA-9_sceneD05_cell14649.0,,,1.0
U54-TMA-9_sceneD05_cell14745.0,,,0.0
U54-TMA-9_sceneD05_cell14805.0,,,0.0
U54-TMA-9_sceneD05_cell14835.0,1.0,0.0,
U54-TMA-9_sceneD05_cell14840.0,1.0,,
U54-TMA-9_sceneD05_cell14896.0,1.0,1.0,
U54-TMA-9_sceneD05_cell14920.0,,,0.0
U54-TMA-9_sceneD05_cell14952.0,,,0.0
U54-TMA-9_sceneD05_cell15038.0,,,0.0
U54-TMA-9_sceneD05_cell15198.0,2.0,,
U54-TMA-9_sceneD05_cell15271.0,2.0,1.0,
U54-TMA-9_sceneD05_cell15368.0,1.0,,
U54-TMA-9_sceneD05_cell15514.0,,0.0,
U54-TMA-9_sceneD05_cell15724.0,0.0,,
U54-TMA-9_sceneD05_cell15733.0,1.0,1.0,
U54-TMA-9_sceneD05_cell15734.0,1.0,,
U54-TMA-9_sceneD05_cell15932.0,,,0.0
U54-TMA-9_sceneD05_cell15998.0,1.0,,
U54-TMA-9_sceneD05_cell16143.0,,,0.0
U54-TMA-9_sceneD05_cell16156.0,0.0,,
U54-TMA-9_sceneD05_cell16158.0,2.0,,
U54-TMA-9_sceneD05_cell16163.0,,0.0,
U54-TMA-9_sceneD05_cell16215.0,,0.0,
U54-TMA-9_sceneD05_cell16250.0,3.0,,
U54-TMA-9_sceneD05_cell16264.0,,0.0,
U54-TMA-9_sceneD05_cell16353.0,,0.0,
U54-TMA-9_sceneD05_cell16499.0,,0.0,
U54-TMA-9_sceneD06_cell125.0,,,0.0
U54-TMA-9_sceneD06_cell129.0,,,0.0
U54-TMA-9_sceneD06_cell154.0,,,0.0
U54-TMA-9_sceneD06_cell165.0,,,0.0
U54-TMA-9_sceneD06_cell202.0,,,0.0
U54-TMA-9_sceneD06_cell225.0,,0.0,
U54-TMA-9_sceneD06_cell227.0,,,0.0
U54-TMA-9_sceneD06_cell233.0,,,0.0
U54-TMA-9_sceneD06_cell254.0,,,0.0
U54-TMA-9_sceneD06_cell263.0,,,0.0
U54-TMA-9_sceneD06_cell296.0,,,0.0
U54-TMA-9_sceneD06_cell389.0,,,0.0
U54-TMA-9_sceneD06_cell399.0,,,1.0
U54-TMA-9_sceneD06_cell523.0,,,0.0
U54-TMA-9_sceneD06_cell616.0,,,0.0
U54-TMA-9_sceneD06_cell1033.0,,,0.0
U54-TMA-9_sceneD06_cell2673.0,,,0.0
U54-TMA-9_sceneD06_cell2693.0,,,0.0
U54-TMA-9_sceneD06_cell2769.0,,,0.0
U54-TMA-9_sceneD06_cell2836.0,,,0.0
U54-TMA-9_sceneD06_cell2838.0,,,0.0
U54-TMA-9_sceneD06_cell2844.0,,,0.0
U54-TMA-9_sceneD06_cell2853.0,,,0.0
U54-TMA-9_sceneD06_cell2872.0,,,0.0
U54-TMA-9_sceneD06_cell2886.0,,,0.0
U54-TMA-9_sceneD06_cell2901.0,,,0.0
U54-TMA-9_sceneD06_cell3038.0,,,0.0
U54-TMA-9_sceneD06_cell3041.0,,,0.0
U54-TMA-9_sceneD06_cell3078.0,,,0.0
U54-TMA-9_sceneD06_cell3080.0,,,0.0
U54-TMA-9_sceneD06_cell3086.0,,,0.0
U54-TMA-9_sceneD06_cell3117.0,,,0.0
U54-TMA-9_sceneD06_cell3132.0,,,0.0
U54-TMA-9_sceneD06_cell3149.0,,,0.0
U54-TMA-9_sceneD06_cell3154.0,,,0.0
U54-TMA-9_sceneD06_cell3155.0,,,0.0
U54-TMA-9_sceneD06_cell3271.0,,,0.0
U54-TMA-9_sceneD06_cell3310.0,,,0.0
U54-TMA-9_sceneD06_cell3389.0,,,0.0
U54-TMA-9_sceneD06_cell3441.0,,,0.0
U54-TMA-9_sceneD06_cell3457.0,,,0.0
U54-TMA-9_sceneD06_cell3530.0,,,0.0
U54-TMA-9_sceneD06_cell3556.0,,,0.0
U54-TMA-9_sceneD06_cell3610.0,,,0.0
U54-TMA-9_sceneD06_cell3774.0,,,0.0
U54-TMA-9_sceneD06_cell3789.0,,,0.0
U54-TMA-9_sceneD06_cell4158.0,,,0.0
U54-TMA-9_sceneD06_cell4180.0,,,0.0
U54-TMA-9_sceneD06_cell4271.0,,,0.0
U54-TMA-9_sceneD06_cell4398.0,,,0.0
U54-TMA-9_sceneD06_cell4439.0,,,0.0
U54-TMA-9_sceneD06_cell4806.0,,,0.0
U54-TMA-9_sceneD06_cell4844.0,,,0.0
U54-TMA-9_sceneD06_cell4921.0,,,0.0
U54-TMA-9_sceneD06_cell4973.0,,,0.0
U54-TMA-9_sceneD06_cell5126.0,,,0.0
U54-TMA-9_sceneD06_cell5172.0,,,0.0
U54-TMA-9_sceneD06_cell5187.0,,,0.0
U54-TMA-9_sceneD06_cell5403.0,,,0.0
U54-TMA-9_sceneD06_cell5656.0,,,0.0
U54-TMA-9_sceneD06_cell5665.0,,,0.0
U54-TMA-9_sceneD06_cell5695.0,,,0.0
U54-TMA-9_sceneD06_cell5702.0,,,0.0
U54-TMA-9_sceneD06_cell5730.0,,,0.0
U54-TMA-9_sceneD06_cell5855.0,,,0.0
U54-TMA-9_sceneD06_cell5857.0,,,0.0
U54-TMA-9_sceneD06_cell5974.0,2.0,,
U54-TMA-9_sceneD06_cell6119.0,,,0.0
U54-TMA-9_sceneD06_cell6141.0,,,0.0
U54-TMA-9_sceneD06_cell6195.0,,,0.0
U54-TMA-9_sceneD06_cell6223.0,,,0.0
U54-TMA-9_sceneD06_cell6566.0,,,0.0
U54-TMA-9_sceneD06_cell7047.0,,,0.0
U54-TMA-9_sceneD06_cell7075.0,,,0.0
